time,temperature
11.03.25 15-07-10,-25.549
11.03.25 15-07-11,-25.455
11.03.25 15-07-11,-25.531
11.03.25 15-07-12,-25.438
11.03.25 15-07-13,-25.153
11.03.25 15-07-14,-25.200
11.03.25 15-07-14,-25.298
11.03.25 15-07-15,-25.109
11.03.25 15-07-16,-25.299
11.03.25 15-07-17,-25.298
11.03.25 15-07-18,-24.808
11.03.25 15-07-19,-24.697
11.03.25 15-07-19,-25.000
11.03.25 15-07-20,-24.478
11.03.25 15-07-21,-25.177
11.03.25 15-07-22,-24.814
11.03.25 15-07-22,-24.359
11.03.25 15-07-23,-24.212
11.03.25 15-07-24,-24.505
11.03.25 15-07-25,-24.523
11.03.25 15-07-25,-24.466
11.03.25 15-07-26,-24.629
11.03.25 15-07-27,-24.317
11.03.25 15-07-28,-24.152
11.03.25 15-07-28,-24.143
11.03.25 15-07-29,-23.930
11.03.25 15-07-30,-23.987
11.03.25 15-07-31,-23.630
11.03.25 15-07-32,-23.948
11.03.25 15-07-33,-23.688
11.03.25 15-07-33,-23.639
11.03.25 15-07-34,-23.669
11.03.25 15-07-35,-23.677
11.03.25 15-07-36,-23.434
11.03.25 15-07-36,-23.339
11.03.25 15-07-37,-23.549
11.03.25 15-07-38,-23.458
11.03.25 15-07-39,-23.324
11.03.25 15-07-39,-23.399
11.03.25 15-07-40,-23.468
11.03.25 15-07-41,-23.193
11.03.25 15-07-42,-23.329
11.03.25 15-07-42,-22.946
11.03.25 15-07-43,-23.120
11.03.25 15-07-44,-22.905
11.03.25 15-07-45,-23.034
11.03.25 15-07-46,-22.971
11.03.25 15-07-47,-22.968
11.03.25 15-07-47,-22.932
11.03.25 15-07-48,-22.928
11.03.25 15-07-49,-22.749
11.03.25 15-07-50,-22.900
11.03.25 15-07-50,-22.756
11.03.25 15-07-51,-22.838
11.03.25 15-07-52,-22.823
11.03.25 15-07-53,-22.668
11.03.25 15-07-53,-22.630
11.03.25 15-07-54,-22.348
11.03.25 15-07-55,-22.347
11.03.25 15-07-56,-22.349
11.03.25 15-07-56,-22.554
11.03.25 15-07-57,-22.663
11.03.25 15-07-58,-22.330
11.03.25 15-07-59,-22.103
11.03.25 15-07-59,-22.272
11.03.25 15-08-00,-22.329
11.03.25 15-08-01,-22.109
11.03.25 15-08-02,-21.958
11.03.25 15-08-03,-22.017
11.03.25 15-08-03,-22.099
11.03.25 15-08-04,-21.765
11.03.25 15-08-05,-22.073
11.03.25 15-08-06,-21.703
11.03.25 15-08-06,-21.720
11.03.25 15-08-07,-22.156
11.03.25 15-08-08,-21.645
11.03.25 15-08-09,-21.480
11.03.25 15-08-09,-21.650
11.03.25 15-08-10,-21.757
11.03.25 15-08-11,-21.868
11.03.25 15-08-12,-21.439
11.03.25 15-08-12,-21.571
11.03.25 15-08-13,-21.544
11.03.25 15-08-14,-21.415
11.03.25 15-08-15,-21.259
11.03.25 15-08-15,-21.341
11.03.25 15-08-16,-21.348
11.03.25 15-08-17,-21.249
11.03.25 15-08-18,-21.224
11.03.25 15-08-19,-21.112
11.03.25 15-08-19,-20.807
11.03.25 15-08-20,-20.881
11.03.25 15-08-21,-21.084
11.03.25 15-08-22,-21.005
11.03.25 15-08-22,-20.550
11.03.25 15-08-23,-21.263
11.03.25 15-08-24,-20.906
11.03.25 15-08-25,-20.608
11.03.25 15-08-25,-20.711
11.03.25 15-08-26,-20.990
11.03.25 15-08-27,-20.753
11.03.25 15-08-28,-20.712
11.03.25 15-08-28,-20.643
11.03.25 15-08-29,-20.723
11.03.25 15-08-30,-20.543
11.03.25 15-08-31,-20.386
11.03.25 15-08-32,-20.750
11.03.25 15-08-32,-20.594
11.03.25 15-08-33,-20.913
11.03.25 15-08-34,-20.383
11.03.25 15-08-35,-20.447
11.03.25 15-08-35,-20.545
11.03.25 15-08-36,-20.398
11.03.25 15-08-37,-20.310
11.03.25 15-08-38,-20.142
11.03.25 15-08-38,-20.034
11.03.25 15-08-39,-20.153
11.03.25 15-08-40,-20.434
11.03.25 15-08-41,-20.073
11.03.25 15-08-41,-20.664
11.03.25 15-08-42,-20.493
11.03.25 15-08-43,-19.989
11.03.25 15-08-44,-20.175
11.03.25 15-08-44,-20.163
11.03.25 15-08-45,-19.830
11.03.25 15-08-46,-19.861
11.03.25 15-08-47,-19.953
11.03.25 15-08-48,-19.954
11.03.25 15-08-48,-19.535
11.03.25 15-08-49,-19.552
11.03.25 15-08-50,-20.019
11.03.25 15-08-51,-19.714
11.03.25 15-08-51,-19.741
11.03.25 15-08-52,-19.568
11.03.25 15-08-53,-19.546
11.03.25 15-08-54,-19.611
11.03.25 15-08-54,-19.466
11.03.25 15-08-55,-19.144
11.03.25 15-08-56,-19.155
11.03.25 15-08-57,-19.428
11.03.25 15-08-57,-19.388
11.03.25 15-08-58,-19.321
11.03.25 15-08-59,-19.352
11.03.25 15-09-00,-19.158
11.03.25 15-09-01,-19.128
11.03.25 15-09-02,-19.068
11.03.25 15-09-02,-19.008
11.03.25 15-09-03,-19.024
11.03.25 15-09-04,-18.679
11.03.25 15-09-05,-18.780
11.03.25 15-09-05,-18.749
11.03.25 15-09-06,-18.544
11.03.25 15-09-07,-18.558
11.03.25 15-09-08,-18.756
11.03.25 15-09-08,-18.344
11.03.25 15-09-09,-18.435
11.03.25 15-09-10,-18.611
11.03.25 15-09-11,-18.478
11.03.25 15-09-11,-18.283
11.03.25 15-09-12,-18.407
11.03.25 15-09-13,-18.193
11.03.25 15-09-14,-18.030
11.03.25 15-09-14,-18.117
11.03.25 15-09-15,-11.019
11.03.25 15-09-16,-16.000
11.03.25 15-09-17,-16.467
11.03.25 15-09-18,-17.364
11.03.25 15-09-18,-17.059
11.03.25 15-09-19,-17.091
11.03.25 15-09-20,-16.912
11.03.25 15-09-21,-16.988
11.03.25 15-09-21,-17.468
11.03.25 15-09-22,-17.018
11.03.25 15-09-23,-16.962
11.03.25 15-09-24,-17.116
11.03.25 15-09-24,-17.305
11.03.25 15-09-25,-17.657
11.03.25 15-09-26,-17.473
11.03.25 15-09-27,-17.769
11.03.25 15-09-27,-17.405
11.03.25 15-09-28,-17.178
11.03.25 15-09-29,-17.362
11.03.25 15-09-30,-17.487
11.03.25 15-09-31,-17.189
11.03.25 15-09-31,-16.104
11.03.25 15-09-32,-15.204
11.03.25 15-09-33,-13.666
11.03.25 15-09-34,-14.267
11.03.25 15-09-34,-11.210
11.03.25 15-09-35,-14.614
11.03.25 15-09-36,-12.694
11.03.25 15-09-37,-15.053
11.03.25 15-09-37,-16.332
11.03.25 15-09-38,-16.614
11.03.25 15-09-39,-16.647
11.03.25 15-09-40,-16.424
11.03.25 15-09-40,-15.936
11.03.25 15-09-41,-15.143
11.03.25 15-09-42,-15.612
11.03.25 15-09-43,-15.135
11.03.25 15-09-43,-15.472
11.03.25 15-09-44,-15.538
11.03.25 15-09-45,-15.366
11.03.25 15-09-46,-15.609
11.03.25 15-09-47,-15.607
11.03.25 15-09-47,-15.380
11.03.25 15-09-48,-14.743
11.03.25 15-09-49,-13.721
11.03.25 15-09-50,-15.910
11.03.25 15-09-50,-15.459
11.03.25 15-09-51,-15.754
11.03.25 15-09-52,-15.597
11.03.25 15-09-53,-15.590
11.03.25 15-09-53,-15.458
11.03.25 15-09-54,-13.389
11.03.25 15-09-55,-14.977
11.03.25 15-09-56,-15.208
11.03.25 15-09-56,-13.826
11.03.25 15-09-57,-14.547
11.03.25 15-09-58,-14.913
11.03.25 15-09-59,-15.040
11.03.25 15-10-00,-14.983
11.03.25 15-10-00,-15.159
11.03.25 15-10-01,-15.244
11.03.25 15-10-02,-14.757
11.03.25 15-10-03,-14.983
11.03.25 15-10-03,-15.068
11.03.25 15-10-04,-14.784
11.03.25 15-10-05,-14.917
11.03.25 15-10-06,-15.174
11.03.25 15-10-06,-15.265
11.03.25 15-10-07,-15.042
11.03.25 15-10-08,-15.085
11.03.25 15-10-09,-14.947
11.03.25 15-10-09,-15.097
11.03.25 15-10-10,-14.654
11.03.25 15-10-11,-14.823
11.03.25 15-10-12,-14.869
11.03.25 15-10-12,-15.050
11.03.25 15-10-13,-15.107
11.03.25 15-10-14,-14.977
11.03.25 15-10-15,-14.905
11.03.25 15-10-16,-14.795
11.03.25 15-10-16,-14.934
11.03.25 15-10-17,-14.891
11.03.25 15-10-18,-14.455
11.03.25 15-10-19,-14.618
11.03.25 15-10-19,-14.807
11.03.25 15-10-20,-14.795
11.03.25 15-10-21,-14.404
11.03.25 15-10-22,-14.327
11.03.25 15-10-22,-14.610
11.03.25 15-10-23,-14.541
11.03.25 15-10-24,-14.270
11.03.25 15-10-25,-14.309
11.03.25 15-10-25,-14.364
11.03.25 15-10-26,-14.503
11.03.25 15-10-27,-14.368
11.03.25 15-10-28,-14.007
11.03.25 15-10-29,-14.596
11.03.25 15-10-29,-14.330
11.03.25 15-10-30,-14.072
11.03.25 15-10-31,-14.304
11.03.25 15-10-32,-14.410
11.03.25 15-10-32,-13.840
11.03.25 15-10-33,-13.795
11.03.25 15-10-34,-14.067
11.03.25 15-10-35,-13.904
11.03.25 15-10-35,-13.851
11.03.25 15-10-36,-13.904
11.03.25 15-10-37,-13.954
11.03.25 15-10-38,-13.963
11.03.25 15-10-39,-13.886
11.03.25 15-10-39,-13.798
11.03.25 15-10-40,-13.844
11.03.25 15-10-41,-13.522
11.03.25 15-10-42,-13.622
11.03.25 15-10-42,-13.244
11.03.25 15-10-43,-13.698
11.03.25 15-10-44,-13.434
11.03.25 15-10-45,-13.790
11.03.25 15-10-46,-13.620
11.03.25 15-10-46,-13.163
11.03.25 15-10-47,-12.939
11.03.25 15-10-48,-12.481
11.03.25 15-10-49,-9.979
11.03.25 15-10-49,-12.628
11.03.25 15-10-50,-12.998
11.03.25 15-10-51,-12.968
11.03.25 15-10-52,-13.077
11.03.25 15-10-52,-13.175
11.03.25 15-10-53,-13.246
11.03.25 15-10-54,-12.898
11.03.25 15-10-55,-13.130
11.03.25 15-10-55,-12.899
11.03.25 15-10-56,-13.051
11.03.25 15-10-57,-13.163
11.03.25 15-10-58,-13.297
11.03.25 15-10-59,-12.858
11.03.25 15-10-59,-13.012
11.03.25 15-11-00,-12.985
11.03.25 15-11-01,-12.919
11.03.25 15-11-02,-12.784
11.03.25 15-11-02,-13.091
11.03.25 15-11-03,-12.917
11.03.25 15-11-04,-13.024
11.03.25 15-11-05,-13.047
11.03.25 15-11-05,-13.125
11.03.25 15-11-06,-13.133
11.03.25 15-11-07,-13.092
11.03.25 15-11-08,-12.790
11.03.25 15-11-08,-12.900
11.03.25 15-11-09,-12.671
11.03.25 15-11-10,-13.017
11.03.25 15-11-11,-12.742
11.03.25 15-11-11,-12.870
11.03.25 15-11-12,-12.927
11.03.25 15-11-13,-12.898
11.03.25 15-11-14,-12.963
11.03.25 15-11-15,-12.716
11.03.25 15-11-15,-12.812
11.03.25 15-11-16,-12.736
11.03.25 15-11-17,-12.332
11.03.25 15-11-18,-12.450
11.03.25 15-11-18,-12.336
11.03.25 15-11-19,-12.336
11.03.25 15-11-20,-12.259
11.03.25 15-11-21,-12.310
11.03.25 15-11-21,-12.397
11.03.25 15-11-22,-12.615
11.03.25 15-11-23,-12.179
11.03.25 15-11-24,-12.290
11.03.25 15-11-24,-12.176
11.03.25 15-11-25,-12.282
11.03.25 15-11-26,-12.353
11.03.25 15-11-27,-12.040
11.03.25 15-11-28,-11.992
11.03.25 15-11-28,-12.115
11.03.25 15-11-29,-12.222
11.03.25 15-11-30,-11.862
11.03.25 15-11-31,-11.710
11.03.25 15-11-31,-11.726
11.03.25 15-11-32,-12.110
11.03.25 15-11-33,-11.800
11.03.25 15-11-34,-11.744
11.03.25 15-11-34,-11.997
11.03.25 15-11-35,-11.811
11.03.25 15-11-36,-11.969
11.03.25 15-11-37,-11.961
11.03.25 15-11-37,-11.666
11.03.25 15-11-38,-11.719
11.03.25 15-11-39,-11.776
11.03.25 15-11-40,-11.619
11.03.25 15-11-40,-11.732
11.03.25 15-11-41,-11.568
11.03.25 15-11-42,-11.475
11.03.25 15-11-43,-11.605
11.03.25 15-11-44,-11.686
11.03.25 15-11-44,-11.257
11.03.25 15-11-45,-11.232
11.03.25 15-11-46,-11.044
11.03.25 15-11-47,-11.009
11.03.25 15-11-47,-10.747
11.03.25 15-11-48,-10.824
11.03.25 15-11-49,-10.612
11.03.25 15-11-50,-11.008
11.03.25 15-11-50,-10.639
11.03.25 15-11-51,-11.023
11.03.25 15-11-52,-10.988
11.03.25 15-11-53,-10.945
11.03.25 15-11-54,-10.848
11.03.25 15-11-54,-10.734
11.03.25 15-11-55,-10.935
11.03.25 15-11-56,-10.852
11.03.25 15-11-57,-10.914
11.03.25 15-11-58,-10.921
11.03.25 15-11-58,-10.709
11.03.25 15-11-59,-10.507
11.03.25 15-12-00,-10.860
11.03.25 15-12-01,-10.766
11.03.25 15-12-01,-10.669
11.03.25 15-12-02,-10.624
11.03.25 15-12-03,-10.588
11.03.25 15-12-04,-10.387
11.03.25 15-12-04,-10.711
11.03.25 15-12-05,-10.579
11.03.25 15-12-06,-10.609
11.03.25 15-12-07,-10.309
11.03.25 15-12-07,-10.420
11.03.25 15-12-08,-10.152
11.03.25 15-12-09,-10.484
11.03.25 15-12-10,-10.152
11.03.25 15-12-10,-10.446
11.03.25 15-12-11,-9.965
11.03.25 15-12-12,-10.055
11.03.25 15-12-13,-10.167
11.03.25 15-12-14,-9.977
11.03.25 15-12-15,-10.111
11.03.25 15-12-15,-10.178
11.03.25 15-12-16,-10.305
11.03.25 15-12-17,-10.329
11.03.25 15-12-18,-10.072
11.03.25 15-12-18,-9.816
11.03.25 15-12-19,-9.975
11.03.25 15-12-20,-10.329
11.03.25 15-12-21,-9.821
11.03.25 15-12-21,-9.906
11.03.25 15-12-22,-9.966
11.03.25 15-12-23,-9.812
11.03.25 15-12-24,-9.987
11.03.25 15-12-24,-9.975
11.03.25 15-12-25,-9.830
11.03.25 15-12-26,-9.898
11.03.25 15-12-27,-9.854
11.03.25 15-12-28,-9.565
11.03.25 15-12-28,-9.551
11.03.25 15-12-29,-9.447
11.03.25 15-12-30,-9.675
11.03.25 15-12-31,-9.640
11.03.25 15-12-31,-9.313
11.03.25 15-12-32,-9.144
11.03.25 15-12-33,-9.277
11.03.25 15-12-34,-9.387
11.03.25 15-12-34,-9.353
11.03.25 15-12-35,-9.428
11.03.25 15-12-36,-9.265
11.03.25 15-12-37,-9.273
11.03.25 15-12-37,-9.482
11.03.25 15-12-38,-9.675
11.03.25 15-12-39,-9.281
11.03.25 15-12-40,-8.982
11.03.25 15-12-40,-9.200
11.03.25 15-12-41,-9.510
11.03.25 15-12-42,-9.315
11.03.25 15-12-43,-9.505
11.03.25 15-12-44,-9.110
11.03.25 15-12-44,-9.161
11.03.25 15-12-45,-8.751
11.03.25 15-12-46,-9.215
11.03.25 15-12-47,-9.364
11.03.25 15-12-47,-9.064
11.03.25 15-12-48,-9.179
11.03.25 15-12-49,-9.185
11.03.25 15-12-50,-9.037
11.03.25 15-12-50,-9.134
11.03.25 15-12-51,-8.973
11.03.25 15-12-52,-8.985
11.03.25 15-12-53,-8.900
11.03.25 15-12-53,-8.807
11.03.25 15-12-54,-8.982
11.03.25 15-12-55,-8.890
11.03.25 15-12-56,-8.726
11.03.25 15-12-57,-8.813
11.03.25 15-12-58,-8.959
11.03.25 15-12-58,-8.577
11.03.25 15-12-59,-8.693
11.03.25 15-13-00,-8.467
11.03.25 15-13-01,-8.714
11.03.25 15-13-01,-8.659
11.03.25 15-13-02,-8.470
11.03.25 15-13-03,-8.384
11.03.25 15-13-04,-8.162
11.03.25 15-13-04,-8.006
11.03.25 15-13-05,-8.316
11.03.25 15-13-06,-9.126
11.03.25 15-13-07,-9.347
11.03.25 15-13-07,-9.141
11.03.25 15-13-08,-8.081
11.03.25 15-13-09,-10.245
11.03.25 15-13-10,-10.176
11.03.25 15-13-10,10.961
11.03.25 15-13-11,-7.990
11.03.25 15-13-12,-8.176
11.03.25 15-13-13,-9.094
11.03.25 15-13-14,-9.709
11.03.25 15-13-15,-9.742
11.03.25 15-13-16,-9.760
11.03.25 15-13-16,-10.034
11.03.25 15-13-17,-9.592
11.03.25 15-13-18,-9.790
11.03.25 15-13-19,-9.650
11.03.25 15-13-20,-9.380
11.03.25 15-13-20,-8.371
11.03.25 15-13-21,-9.573
11.03.25 15-13-22,-9.905
11.03.25 15-13-23,-9.539
11.03.25 15-13-23,-8.481
11.03.25 15-13-24,-8.078
11.03.25 15-13-25,-7.558
11.03.25 15-13-26,-6.377
11.03.25 15-13-27,-7.415
11.03.25 15-13-27,-7.307
11.03.25 15-13-28,-4.834
11.03.25 15-13-29,-7.438
11.03.25 15-13-30,-6.529
11.03.25 15-13-31,-6.237
11.03.25 15-13-32,-8.688
11.03.25 15-13-32,-8.517
11.03.25 15-13-33,-8.881
11.03.25 15-13-34,-8.428
11.03.25 15-13-35,-7.799
11.03.25 15-13-35,-7.857
11.03.25 15-13-36,-8.261
11.03.25 15-13-37,-8.355
11.03.25 15-13-38,-8.521
11.03.25 15-13-38,-8.524
11.03.25 15-13-39,-8.801
11.03.25 15-13-40,-8.087
11.03.25 15-13-41,-8.400
11.03.25 15-13-42,-8.692
11.03.25 15-13-42,-8.442
11.03.25 15-13-43,-8.020
11.03.25 15-13-44,-7.733
11.03.25 15-13-45,-7.278
11.03.25 15-13-45,-7.067
11.03.25 15-13-46,-7.517
11.03.25 15-13-47,-8.435
11.03.25 15-13-48,-7.946
11.03.25 15-13-48,-7.839
11.03.25 15-13-49,-7.711
11.03.25 15-13-50,-7.159
11.03.25 15-13-51,-8.815
11.03.25 15-13-51,-9.004
11.03.25 15-13-52,-8.547
11.03.25 15-13-53,-4.336
11.03.25 15-13-54,-5.262
11.03.25 15-13-54,-6.357
11.03.25 15-13-55,-5.796
11.03.25 15-13-56,-5.245
11.03.25 15-13-57,-5.411
11.03.25 15-13-58,-6.317
11.03.25 15-13-58,-7.003
11.03.25 15-13-59,-5.815
11.03.25 15-14-00,-8.112
11.03.25 15-14-01,-7.656
11.03.25 15-14-01,-8.177
11.03.25 15-14-02,-7.793
11.03.25 15-14-03,-7.770
11.03.25 15-14-04,-7.610
11.03.25 15-14-04,-6.490
11.03.25 15-14-05,-6.400
11.03.25 15-14-06,-1.121
11.03.25 15-14-07,-7.781
11.03.25 15-14-07,-7.963
11.03.25 15-14-08,-7.876
11.03.25 15-14-09,-7.858
11.03.25 15-14-10,-7.892
11.03.25 15-14-11,-7.895
11.03.25 15-14-11,-7.876
11.03.25 15-14-12,-7.971
11.03.25 15-14-13,-7.939
11.03.25 15-14-14,-8.061
11.03.25 15-14-14,-7.631
11.03.25 15-14-15,-6.834
11.03.25 15-14-16,-2.861
11.03.25 15-14-17,-2.608
11.03.25 15-14-17,-5.037
11.03.25 15-14-18,-6.750
11.03.25 15-14-19,-7.523
11.03.25 15-14-20,-6.439
11.03.25 15-14-20,-6.695
11.03.25 15-14-21,-6.800
11.03.25 15-14-22,-6.659
11.03.25 15-14-23,-6.236
11.03.25 15-14-24,-6.607
11.03.25 15-14-25,-6.470
11.03.25 15-14-26,-6.447
11.03.25 15-14-26,-6.248
11.03.25 15-14-27,-6.003
11.03.25 15-14-28,-5.999
11.03.25 15-14-29,-5.837
11.03.25 15-14-29,-5.675
11.03.25 15-14-30,-5.718
11.03.25 15-14-31,-5.626
11.03.25 15-14-32,-6.501
11.03.25 15-14-32,-6.835
11.03.25 15-14-33,-6.995
11.03.25 15-14-34,-6.014
11.03.25 15-14-35,-5.039
11.03.25 15-14-35,-6.178
11.03.25 15-14-36,-4.708
11.03.25 15-14-37,-3.971
11.03.25 15-14-38,-6.834
11.03.25 15-14-38,-7.129
11.03.25 15-14-39,-7.120
11.03.25 15-14-40,-7.079
11.03.25 15-14-41,-6.883
11.03.25 15-14-42,-7.076
11.03.25 15-14-42,-6.838
11.03.25 15-14-43,-6.701
11.03.25 15-14-44,-6.644
11.03.25 15-14-45,-6.690
11.03.25 15-14-45,-6.706
11.03.25 15-14-46,-6.638
11.03.25 15-14-47,-6.835
11.03.25 15-14-48,-6.903
11.03.25 15-14-49,-6.704
11.03.25 15-14-49,-6.589
11.03.25 15-14-50,-6.501
11.03.25 15-14-51,-6.527
11.03.25 15-14-52,-6.794
11.03.25 15-14-52,-6.602
11.03.25 15-14-53,-6.527
11.03.25 15-14-54,-6.385
11.03.25 15-14-55,-6.421
11.03.25 15-14-56,-6.434
11.03.25 15-14-56,-6.276
11.03.25 15-14-57,-6.175
11.03.25 15-14-58,-5.983
11.03.25 15-14-59,-6.310
11.03.25 15-14-59,18.955
11.03.25 15-15-00,1.689
11.03.25 15-15-01,-0.843
11.03.25 15-15-02,12.071
11.03.25 15-15-02,7.541
11.03.25 15-15-03,17.726
11.03.25 15-15-04,22.127
11.03.25 15-15-05,-5.702
11.03.25 15-15-05,-6.158
11.03.25 15-15-06,-6.115
11.03.25 15-15-07,-5.879
11.03.25 15-15-08,-5.792
11.03.25 15-15-09,-5.959
11.03.25 15-15-10,-5.938
11.03.25 15-15-10,-6.157
11.03.25 15-15-11,-5.923
11.03.25 15-15-12,-6.101
11.03.25 15-15-13,-5.889
11.03.25 15-15-13,-6.030
11.03.25 15-15-14,-5.941
11.03.25 15-15-15,-6.060
11.03.25 15-15-16,-6.013
11.03.25 15-15-16,-5.991
11.03.25 15-15-17,-5.966
11.03.25 15-15-18,-5.772
11.03.25 15-15-19,-5.972
11.03.25 15-15-19,-5.610
11.03.25 15-15-20,-5.711
11.03.25 15-15-21,-5.826
11.03.25 15-15-22,-5.745
11.03.25 15-15-22,-5.680
11.03.25 15-15-23,-5.843
11.03.25 15-15-24,-5.549
11.03.25 15-15-25,-5.844
11.03.25 15-15-26,-5.926
11.03.25 15-15-26,-5.609
11.03.25 15-15-27,-5.734
11.03.25 15-15-28,-5.596
11.03.25 15-15-29,-5.558
11.03.25 15-15-29,-5.643
11.03.25 15-15-30,-5.500
11.03.25 15-15-31,-5.645
11.03.25 15-15-32,-5.396
11.03.25 15-15-32,-5.505
11.03.25 15-15-33,-5.541
11.03.25 15-15-34,-5.500
11.03.25 15-15-35,-5.599
11.03.25 15-15-35,-5.312
11.03.25 15-15-36,-5.404
11.03.25 15-15-37,-5.428
11.03.25 15-15-38,-5.269
11.03.25 15-15-39,-5.252
11.03.25 15-15-39,-5.323
11.03.25 15-15-40,-5.283
11.03.25 15-15-41,-5.129
11.03.25 15-15-42,-5.274
11.03.25 15-15-42,-5.087
11.03.25 15-15-43,-5.345
11.03.25 15-15-44,0.101
11.03.25 15-15-45,4.352
11.03.25 15-15-45,-2.508
11.03.25 15-15-46,-1.343
11.03.25 15-15-47,-4.402
11.03.25 15-15-48,-3.390
11.03.25 15-15-48,-3.530
11.03.25 15-15-49,2.397
11.03.25 15-15-50,-3.246
11.03.25 15-15-51,-3.144
11.03.25 15-15-51,3.810
11.03.25 15-15-52,8.736
11.03.25 15-15-53,0.721
11.03.25 15-15-54,0.453
11.03.25 15-15-55,-2.043
11.03.25 15-15-56,-2.973
11.03.25 15-15-56,-3.230
11.03.25 15-15-57,-3.170
11.03.25 15-15-58,-3.281
11.03.25 15-15-59,-3.236
11.03.25 15-15-59,-3.084
11.03.25 15-16-00,-3.384
11.03.25 15-16-01,-3.143
11.03.25 15-16-02,-3.051
11.03.25 15-16-02,-3.239
11.03.25 15-16-03,-2.971
11.03.25 15-16-04,-2.922
11.03.25 15-16-05,-2.879
11.03.25 15-16-05,-3.020
11.03.25 15-16-06,-2.890
11.03.25 15-16-07,-3.014
