time,temperature
11.03.25 15-43-03,-17.108
11.03.25 15-43-04,-16.843
11.03.25 15-43-05,-17.101
11.03.25 15-43-06,-16.928
11.03.25 15-43-06,-16.823
11.03.25 15-43-07,-16.633
11.03.25 15-43-08,-16.534
11.03.25 15-43-09,-16.194
11.03.25 15-43-10,-16.726
11.03.25 15-43-10,-16.380
11.03.25 15-43-11,-16.258
11.03.25 15-43-12,-16.331
11.03.25 15-43-13,-16.487
11.03.25 15-43-13,-16.322
11.03.25 15-43-14,-16.518
11.03.25 15-43-15,-16.301
11.03.25 15-43-16,-16.534
11.03.25 15-43-17,-15.995
11.03.25 15-43-17,-16.229
11.03.25 15-43-18,-16.230
11.03.25 15-43-19,-16.033
11.03.25 15-43-20,-16.199
11.03.25 15-43-20,-16.021
11.03.25 15-43-21,-16.238
11.03.25 15-43-22,-16.106
11.03.25 15-43-23,-15.969
11.03.25 15-43-23,-15.919
11.03.25 15-43-24,-15.930
11.03.25 15-43-25,-15.817
11.03.25 15-43-26,-16.165
11.03.25 15-43-27,-15.704
11.03.25 15-43-27,-15.996
11.03.25 15-43-28,-15.762
11.03.25 15-43-29,-15.635
11.03.25 15-43-30,-15.743
11.03.25 15-43-31,-15.691
11.03.25 15-43-31,-15.406
11.03.25 15-43-32,-15.594
11.03.25 15-43-33,-15.730
11.03.25 15-43-34,-15.373
11.03.25 15-43-34,-15.620
11.03.25 15-43-35,-15.759
11.03.25 15-43-36,-15.614
11.03.25 15-43-37,-15.695
11.03.25 15-43-38,-15.219
11.03.25 15-43-38,-15.134
11.03.25 15-43-39,-15.499
11.03.25 15-43-40,-15.155
11.03.25 15-43-41,-15.257
11.03.25 15-43-41,-22.879
11.03.25 15-43-42,-15.251
11.03.25 15-43-43,-15.284
11.03.25 15-43-44,-15.241
11.03.25 15-43-45,-15.094
11.03.25 15-43-45,-15.028
11.03.25 15-43-46,-15.055
11.03.25 15-43-47,-15.176
11.03.25 15-43-48,-14.995
11.03.25 15-43-48,-14.997
11.03.25 15-43-49,-14.987
11.03.25 15-43-50,-14.819
11.03.25 15-43-51,-14.967
11.03.25 15-43-51,-14.927
11.03.25 15-43-52,-14.914
11.03.25 15-43-53,-15.058
11.03.25 15-43-54,-15.056
11.03.25 15-43-54,-14.906
11.03.25 15-43-55,-14.872
11.03.25 15-43-56,-14.547
11.03.25 15-43-57,-14.726
11.03.25 15-43-57,-14.713
11.03.25 15-43-58,-14.486
11.03.25 15-43-59,-14.348
11.03.25 15-44-00,-4.193
11.03.25 15-44-01,-9.882
11.03.25 15-44-01,-13.951
11.03.25 15-44-02,-14.560
11.03.25 15-44-03,-14.423
11.03.25 15-44-04,-14.545
11.03.25 15-44-05,-14.304
11.03.25 15-44-05,-14.484
11.03.25 15-44-06,-14.762
11.03.25 15-44-07,-14.638
11.03.25 15-44-08,-14.267
11.03.25 15-44-09,-14.199
11.03.25 15-44-09,-14.173
11.03.25 15-44-10,-14.393
11.03.25 15-44-11,-14.167
11.03.25 15-44-12,-14.267
11.03.25 15-44-12,-14.064
11.03.25 15-44-13,-14.132
11.03.25 15-44-14,-14.051
11.03.25 15-44-15,-14.037
11.03.25 15-44-16,-14.287
11.03.25 15-44-16,-14.182
11.03.25 15-44-17,-13.957
11.03.25 15-44-18,-13.997
11.03.25 15-44-19,-13.992
11.03.25 15-44-19,-14.073
11.03.25 15-44-20,-13.903
11.03.25 15-44-21,-13.882
11.03.25 15-44-22,-13.797
11.03.25 15-44-22,-13.961
11.03.25 15-44-23,-13.765
11.03.25 15-44-24,-13.892
11.03.25 15-44-25,-13.741
11.03.25 15-44-25,-13.526
11.03.25 15-44-26,-13.802
11.03.25 15-44-27,-13.680
11.03.25 15-44-28,-13.643
11.03.25 15-44-29,-13.546
11.03.25 15-44-29,-13.605
11.03.25 15-44-30,-13.543
11.03.25 15-44-31,-13.346
11.03.25 15-44-31,-13.342
11.03.25 15-44-32,-13.438
11.03.25 15-44-33,-13.813
11.03.25 15-44-34,-13.322
11.03.25 15-44-34,-12.997
11.03.25 15-44-35,-11.958
11.03.25 15-44-36,-13.761
11.03.25 15-44-37,-12.388
11.03.25 15-44-37,-11.705
11.03.25 15-44-38,-11.313
11.03.25 15-44-39,-11.501
11.03.25 15-44-40,-11.094
11.03.25 15-44-40,1.732
11.03.25 15-44-41,-8.905
11.03.25 15-44-42,-8.580
11.03.25 15-44-43,-8.593
11.03.25 15-44-44,-8.186
11.03.25 15-44-44,-6.897
11.03.25 15-44-45,-6.049
11.03.25 15-44-46,-5.694
11.03.25 15-44-47,-5.870
11.03.25 15-44-47,-7.118
11.03.25 15-44-48,-6.964
11.03.25 15-44-49,-8.218
11.03.25 15-44-50,-8.843
11.03.25 15-44-50,-8.581
11.03.25 15-44-51,-6.370
11.03.25 15-44-52,-6.815
11.03.25 15-44-53,-6.128
11.03.25 15-44-53,-6.805
11.03.25 15-44-54,-7.496
11.03.25 15-44-55,-5.498
11.03.25 15-44-56,-5.851
11.03.25 15-44-56,-5.932
11.03.25 15-44-57,-6.024
11.03.25 15-44-58,-5.278
11.03.25 15-44-59,-7.601
11.03.25 15-45-00,-7.918
11.03.25 15-45-00,-8.435
11.03.25 15-45-01,-8.779
11.03.25 15-45-02,-8.779
11.03.25 15-45-03,-9.102
11.03.25 15-45-03,-9.261
11.03.25 15-45-04,-9.335
11.03.25 15-45-05,-9.571
11.03.25 15-45-06,-9.530
11.03.25 15-45-06,-9.537
11.03.25 15-45-07,-9.665
11.03.25 15-45-08,-9.539
11.03.25 15-45-09,-9.576
11.03.25 15-45-09,430.589
11.03.25 15-45-10,-9.732
11.03.25 15-45-11,-9.595
11.03.25 15-45-12,-9.887
11.03.25 15-45-13,-9.495
11.03.25 15-45-13,-9.787
11.03.25 15-45-14,-9.867
11.03.25 15-45-15,-9.820
11.03.25 15-45-16,-9.661
11.03.25 15-45-16,-9.785
11.03.25 15-45-17,-9.677
11.03.25 15-45-18,-9.664
11.03.25 15-45-19,-9.750
11.03.25 15-45-19,-9.847
11.03.25 15-45-21,-9.822
11.03.25 15-45-21,-9.890
11.03.25 15-45-22,-9.890
11.03.25 15-45-23,-9.899
11.03.25 15-45-24,-9.768
11.03.25 15-45-24,-9.829
11.03.25 15-45-25,-9.966
11.03.25 15-45-26,-9.628
11.03.25 15-45-27,-9.312
11.03.25 15-45-28,-6.083
11.03.25 15-45-29,-9.110
11.03.25 15-45-29,-9.382
11.03.25 15-45-30,-9.500
11.03.25 15-45-31,-9.839
11.03.25 15-45-32,-9.423
11.03.25 15-45-32,-9.246
11.03.25 15-45-33,-9.302
11.03.25 15-45-34,-9.426
11.03.25 15-45-35,-9.307
11.03.25 15-45-35,-9.509
11.03.25 15-45-36,-9.322
11.03.25 15-45-37,-9.115
11.03.25 15-45-38,-9.260
11.03.25 15-45-38,-9.508
11.03.25 15-45-39,-9.155
11.03.25 15-45-40,-9.117
11.03.25 15-45-41,-9.240
11.03.25 15-45-41,-9.201
11.03.25 15-45-42,-9.510
11.03.25 15-45-43,-9.106
11.03.25 15-45-44,-9.230
11.03.25 15-45-45,-9.097
11.03.25 15-45-45,-8.998
11.03.25 15-45-46,-9.313
11.03.25 15-45-47,-8.974
11.03.25 15-45-48,-8.460
11.03.25 15-45-48,-6.674
11.03.25 15-45-49,-6.219
11.03.25 15-45-50,-8.745
11.03.25 15-45-51,-8.586
11.03.25 15-45-51,-8.134
11.03.25 15-45-52,-7.893
11.03.25 15-45-53,-8.235
11.03.25 15-45-54,-7.667
11.03.25 15-45-54,-7.303
11.03.25 15-45-55,-7.337
11.03.25 15-45-56,-7.365
11.03.25 15-45-57,-7.360
11.03.25 15-45-58,-7.443
11.03.25 15-45-58,-8.400
11.03.25 15-45-59,-8.319
11.03.25 15-46-00,-8.270
11.03.25 15-46-01,-8.352
11.03.25 15-46-01,-8.147
11.03.25 15-46-02,-7.990
11.03.25 15-46-03,-8.267
11.03.25 15-46-04,-8.014
11.03.25 15-46-04,-8.168
11.03.25 15-46-05,-8.047
11.03.25 15-46-06,-8.015
11.03.25 15-46-07,-8.022
11.03.25 15-46-07,-8.064
11.03.25 15-46-08,-8.016
11.03.25 15-46-09,-7.979
11.03.25 15-46-10,-7.706
11.03.25 15-46-10,-8.021
11.03.25 15-46-11,-7.525
11.03.25 15-46-12,-7.616
11.03.25 15-46-13,-7.604
11.03.25 15-46-14,-7.625
11.03.25 15-46-14,-7.747
11.03.25 15-46-15,-7.529
11.03.25 15-46-16,-7.494
11.03.25 15-46-17,-7.306
11.03.25 15-46-17,-5.232
11.03.25 15-46-18,8.394
11.03.25 15-46-19,15.348
11.03.25 15-46-20,17.539
11.03.25 15-46-20,15.615
11.03.25 15-46-21,15.342
11.03.25 15-46-22,12.511
11.03.25 15-46-23,17.651
11.03.25 15-46-23,18.016
11.03.25 15-46-24,17.623
11.03.25 15-46-25,15.481
11.03.25 15-46-26,-4.427
11.03.25 15-46-26,-7.290
11.03.25 15-46-27,-7.412
11.03.25 15-46-28,-7.408
11.03.25 15-46-29,-7.353
11.03.25 15-46-30,-7.297
11.03.25 15-46-30,-7.505
11.03.25 15-46-31,-7.274
11.03.25 15-46-32,-7.541
11.03.25 15-46-33,-7.393
11.03.25 15-46-33,-7.242
11.03.25 15-46-34,-7.520
11.03.25 15-46-35,-7.082
11.03.25 15-46-36,-7.115
11.03.25 15-46-36,-7.206
11.03.25 15-46-37,-7.376
11.03.25 15-46-38,-7.457
11.03.25 15-46-39,-7.260
11.03.25 15-46-39,-6.947
11.03.25 15-46-40,-6.914
11.03.25 15-46-41,-7.234
11.03.25 15-46-42,-6.932
11.03.25 15-46-43,-7.250
11.03.25 15-46-43,-7.281
11.03.25 15-46-44,-7.136
11.03.25 15-46-45,-6.783
11.03.25 15-46-46,-6.697
11.03.25 15-46-46,-6.704
11.03.25 15-46-47,-8.383
11.03.25 15-46-48,-8.041
11.03.25 15-46-49,-8.028
11.03.25 15-46-49,-8.225
11.03.25 15-46-50,-8.029
11.03.25 15-46-51,-8.106
11.03.25 15-46-52,-8.115
11.03.25 15-46-52,-8.284
11.03.25 15-46-53,-8.414
11.03.25 15-46-54,-8.465
11.03.25 15-46-55,-8.415
11.03.25 15-46-55,-8.232
11.03.25 15-46-56,-8.057
11.03.25 15-46-57,-8.300
11.03.25 15-46-58,-8.136
11.03.25 15-46-59,-8.081
11.03.25 15-46-59,-8.189
11.03.25 15-47-00,-7.914
11.03.25 15-47-01,-8.157
11.03.25 15-47-02,-8.041
11.03.25 15-47-02,-8.139
11.03.25 15-47-03,-8.233
11.03.25 15-47-04,-8.050
11.03.25 15-47-05,-8.184
11.03.25 15-47-05,-8.013
11.03.25 15-47-06,-8.110
11.03.25 15-47-07,-7.985
11.03.25 15-47-08,-7.985
11.03.25 15-47-08,-7.810
11.03.25 15-47-09,-7.813
11.03.25 15-47-10,-7.715
11.03.25 15-47-11,-7.503
11.03.25 15-47-12,-7.931
11.03.25 15-47-12,-7.815
11.03.25 15-47-13,-7.802
11.03.25 15-47-14,-7.540
11.03.25 15-47-15,-7.480
11.03.25 15-47-15,-7.750
11.03.25 15-47-16,-7.937
11.03.25 15-47-17,-7.707
11.03.25 15-47-18,-7.449
11.03.25 15-47-18,-7.668
11.03.25 15-47-19,-7.507
11.03.25 15-47-20,-7.625
11.03.25 15-47-21,-7.385
11.03.25 15-47-21,-7.615
11.03.25 15-47-22,-7.666
11.03.25 15-47-23,-7.555
11.03.25 15-47-24,-7.081
11.03.25 15-47-24,-6.960
11.03.25 15-47-25,-7.282
11.03.25 15-47-26,-7.197
11.03.25 15-47-27,-7.165
11.03.25 15-47-28,-7.081
11.03.25 15-47-28,-7.187
11.03.25 15-47-29,-7.144
11.03.25 15-47-30,-7.295
11.03.25 15-47-31,-7.310
11.03.25 15-47-31,-7.029
11.03.25 15-47-32,-6.986
11.03.25 15-47-33,-6.907
11.03.25 15-47-34,-7.060
11.03.25 15-47-34,-6.957
11.03.25 15-47-35,-6.965
11.03.25 15-47-36,-7.130
11.03.25 15-47-37,-6.842
11.03.25 15-47-37,-6.918
11.03.25 15-47-38,-6.614
11.03.25 15-47-39,-7.022
11.03.25 15-47-40,-6.913
11.03.25 15-47-40,-6.884
11.03.25 15-47-41,-7.103
11.03.25 15-47-42,-6.957
11.03.25 15-47-43,-6.779
11.03.25 15-47-44,-6.661
11.03.25 15-47-44,-6.349
11.03.25 15-47-45,-6.401
11.03.25 15-47-46,-6.540
11.03.25 15-47-47,-6.643
11.03.25 15-47-47,-6.438
11.03.25 15-47-48,-6.657
11.03.25 15-47-49,-6.721
11.03.25 15-47-50,-6.363
11.03.25 15-47-50,-6.362
11.03.25 15-47-51,-6.342
11.03.25 15-47-52,-6.271
11.03.25 15-47-53,-5.986
11.03.25 15-47-54,-6.421
11.03.25 15-47-54,-5.763
11.03.25 15-47-55,-5.495
11.03.25 15-47-56,-5.509
11.03.25 15-47-57,-5.199
11.03.25 15-47-58,-5.209
11.03.25 15-47-58,-5.274
11.03.25 15-47-59,-5.033
11.03.25 15-48-00,-3.815
11.03.25 15-48-01,-3.357
11.03.25 15-48-01,-3.984
11.03.25 15-48-02,-3.745
11.03.25 15-48-03,-4.009
11.03.25 15-48-04,-3.780
11.03.25 15-48-04,-4.133
11.03.25 15-48-05,-5.162
11.03.25 15-48-06,-5.266
11.03.25 15-48-07,-5.268
11.03.25 15-48-07,-5.059
11.03.25 15-48-08,-5.283
11.03.25 15-48-09,-5.368
11.03.25 15-48-10,-5.163
11.03.25 15-48-10,-5.043
11.03.25 15-48-11,-5.052
11.03.25 15-48-12,-5.220
11.03.25 15-48-13,-5.415
11.03.25 15-48-14,-5.138
11.03.25 15-48-14,-5.282
11.03.25 15-48-15,-5.029
11.03.25 15-48-16,-3.852
11.03.25 15-48-17,1.175
11.03.25 15-48-17,2.169
11.03.25 15-48-18,24.588
11.03.25 15-48-19,24.741
11.03.25 15-48-20,24.123
11.03.25 15-48-20,22.634
11.03.25 15-48-21,23.282
11.03.25 15-48-22,24.732
11.03.25 15-48-23,-3.032
11.03.25 15-48-23,-4.720
11.03.25 15-48-24,-4.716
11.03.25 15-48-25,-4.789
11.03.25 15-48-26,-4.612
11.03.25 15-48-27,-4.387
11.03.25 15-48-27,-4.750
11.03.25 15-48-28,-4.538
11.03.25 15-48-29,-4.507
11.03.25 15-48-30,-4.295
11.03.25 15-48-30,-4.477
11.03.25 15-48-31,-4.444
11.03.25 15-48-32,-4.259
11.03.25 15-48-33,-4.398
11.03.25 15-48-33,-4.216
11.03.25 15-48-34,-4.309
11.03.25 15-48-35,-4.147
11.03.25 15-48-36,-4.655
11.03.25 15-48-36,-4.224
11.03.25 15-48-37,-4.283
11.03.25 15-48-38,-4.345
11.03.25 15-48-39,-4.250
11.03.25 15-48-39,-4.126
11.03.25 15-48-40,-4.093
11.03.25 15-48-41,-3.927
11.03.25 15-48-42,-6.882
11.03.25 15-48-43,-6.752
11.03.25 15-48-43,-6.731
11.03.25 15-48-44,-5.398
11.03.25 15-48-45,-5.265
11.03.25 15-48-46,-5.136
11.03.25 15-48-46,-4.885
11.03.25 15-48-47,-4.746
11.03.25 15-48-48,-4.265
11.03.25 15-48-49,-4.151
11.03.25 15-48-49,-4.081
11.03.25 15-48-50,-4.113
11.03.25 15-48-51,-3.908
11.03.25 15-48-52,-3.716
11.03.25 15-48-52,-3.582
11.03.25 15-48-53,-3.478
11.03.25 15-48-54,-3.256
11.03.25 15-48-55,-3.086
11.03.25 15-48-56,-3.446
11.03.25 15-48-56,-3.312
11.03.25 15-48-57,-2.854
11.03.25 15-48-58,-2.749
11.03.25 15-48-59,-2.441
11.03.25 15-48-59,-2.542
11.03.25 15-49-00,-2.637
11.03.25 15-49-01,-2.161
11.03.25 15-49-02,-1.961
11.03.25 15-49-02,-1.851
11.03.25 15-49-03,-1.675
11.03.25 15-49-04,-1.825
11.03.25 15-49-05,-1.611
11.03.25 15-49-05,-1.544
11.03.25 15-49-06,-1.225
11.03.25 15-49-07,-1.118
11.03.25 15-49-08,-1.280
11.03.25 15-49-08,-1.064
11.03.25 15-49-09,-0.941
11.03.25 15-49-10,-0.710
11.03.25 15-49-11,-0.877
11.03.25 15-49-12,-0.701
11.03.25 15-49-12,-0.458
11.03.25 15-49-13,-0.530
11.03.25 15-49-14,-0.234
11.03.25 15-49-15,-0.047
11.03.25 15-49-15,-0.119
11.03.25 15-49-16,0.111
11.03.25 15-49-17,0.146
11.03.25 15-49-18,-0.014
11.03.25 15-49-18,0.334
11.03.25 15-49-19,0.510
11.03.25 15-49-20,0.484
11.03.25 15-49-21,0.554
11.03.25 15-49-21,0.607
11.03.25 15-49-22,0.803
11.03.25 15-49-23,0.654
11.03.25 15-49-24,1.017
11.03.25 15-49-24,0.874
11.03.25 15-49-25,1.009
11.03.25 15-49-26,0.940
11.03.25 15-49-27,0.845
11.03.25 15-49-28,0.975
11.03.25 15-49-28,1.059
11.03.25 15-49-29,1.199
11.03.25 15-49-30,1.462
11.03.25 15-49-31,1.472
11.03.25 15-49-31,1.712
11.03.25 15-49-32,1.508
11.03.25 15-49-33,1.643
11.03.25 15-49-34,1.551
11.03.25 15-49-34,1.686
11.03.25 15-49-35,1.808
11.03.25 15-49-36,1.791
11.03.25 15-49-37,2.062
11.03.25 15-49-37,2.294
11.03.25 15-49-38,2.277
11.03.25 15-49-39,2.356
11.03.25 15-49-40,2.231
11.03.25 15-49-41,2.350
11.03.25 15-49-42,2.612
11.03.25 15-49-42,2.608
11.03.25 15-49-43,2.562
11.03.25 15-49-44,2.678
11.03.25 15-49-45,2.650
11.03.25 15-49-45,2.495
11.03.25 15-49-46,2.837
11.03.25 15-49-47,2.805
11.03.25 15-49-48,2.958
11.03.25 15-49-48,3.181
11.03.25 15-49-49,2.996
11.03.25 15-49-50,3.018
11.03.25 15-49-51,3.092
11.03.25 15-49-51,3.163
11.03.25 15-49-52,3.210
11.03.25 15-49-53,3.294
11.03.25 15-49-54,3.332
11.03.25 15-49-54,3.351
11.03.25 15-49-55,3.405
11.03.25 15-49-56,3.556
11.03.25 15-49-57,3.303
11.03.25 15-49-58,3.517
11.03.25 15-49-58,3.818
11.03.25 15-49-59,3.820
11.03.25 15-50-00,3.881
11.03.25 15-50-01,3.749
11.03.25 15-50-01,4.029
11.03.25 15-50-02,3.912
11.03.25 15-50-03,4.072
11.03.25 15-50-04,4.182
11.03.25 15-50-04,4.141
11.03.25 15-50-05,4.294
11.03.25 15-50-06,3.957
11.03.25 15-50-07,4.095
11.03.25 15-50-07,4.145
11.03.25 15-50-08,4.042
11.03.25 15-50-09,4.332
11.03.25 15-50-10,4.508
11.03.25 15-50-11,4.546
11.03.25 15-50-11,4.282
11.03.25 15-50-12,4.518
11.03.25 15-50-13,4.687
11.03.25 15-50-14,4.651
11.03.25 15-50-14,4.465
11.03.25 15-50-15,4.759
11.03.25 15-50-16,5.039
11.03.25 15-50-17,4.724
11.03.25 15-50-18,4.934
11.03.25 15-50-18,5.088
11.03.25 15-50-19,4.909
11.03.25 15-50-20,4.979
11.03.25 15-50-21,5.051
11.03.25 15-50-21,5.018
11.03.25 15-50-22,5.086
11.03.25 15-50-23,5.329
11.03.25 15-50-24,5.248
11.03.25 15-50-25,5.172
11.03.25 15-50-25,5.643
11.03.25 15-50-26,5.445
11.03.25 15-50-27,5.346
11.03.25 15-50-28,5.552
11.03.25 15-50-28,1.776
11.03.25 15-50-29,-41.860
11.03.25 15-50-30,-36.765
11.03.25 15-50-31,-33.401
11.03.25 15-50-31,-32.170
11.03.25 15-50-32,-30.635
11.03.25 15-50-33,-33.325
11.03.25 15-50-34,-33.732
11.03.25 15-50-34,-34.124
11.03.25 15-50-35,-34.197
11.03.25 15-50-36,-34.554
11.03.25 15-50-37,-34.360
11.03.25 15-50-37,-34.746
11.03.25 15-50-38,-34.980
11.03.25 15-50-39,-35.243
11.03.25 15-50-40,-35.129
11.03.25 15-50-41,-34.759
11.03.25 15-50-41,-34.814
11.03.25 15-50-42,-34.783
11.03.25 15-50-43,-34.283
11.03.25 15-50-44,-34.768
11.03.25 15-50-44,-34.490
11.03.25 15-50-45,-34.845
11.03.25 15-50-46,-34.549
11.03.25 15-50-47,-34.414
11.03.25 15-50-47,-34.929
11.03.25 15-50-48,-35.097
11.03.25 15-50-49,-35.077
11.03.25 15-50-50,-34.959
11.03.25 15-50-50,-34.712
11.03.25 15-50-51,-35.120
11.03.25 15-50-52,-35.014
11.03.25 15-50-53,-34.758
11.03.25 15-50-53,-34.714
11.03.25 15-50-54,-34.221
11.03.25 15-50-55,-34.602
11.03.25 15-50-56,-34.799
11.03.25 15-50-57,-34.660
11.03.25 15-50-57,-34.667
11.03.25 15-50-58,-34.572
11.03.25 15-50-59,-34.586
11.03.25 15-51-00,-34.398
11.03.25 15-51-00,-34.339
11.03.25 15-51-01,-33.932
11.03.25 15-51-02,-34.444
11.03.25 15-51-03,-33.970
11.03.25 15-51-03,-34.034
11.03.25 15-51-04,-34.356
11.03.25 15-51-05,-34.078
11.03.25 15-51-06,-34.262
11.03.25 15-51-06,-34.112
11.03.25 15-51-07,-33.774
11.03.25 15-51-08,-33.430
11.03.25 15-51-09,-33.759
11.03.25 15-51-10,-33.974
11.03.25 15-51-10,-33.526
11.03.25 15-51-11,-33.700
11.03.25 15-51-12,-33.865
11.03.25 15-51-13,-33.000
11.03.25 15-51-13,-33.502
11.03.25 15-51-14,-33.529
11.03.25 15-51-15,-33.627
11.03.25 15-51-16,-33.508
11.03.25 15-51-16,-33.416
11.03.25 15-51-17,-33.555
11.03.25 15-51-18,-33.389
11.03.25 15-51-19,-33.351
11.03.25 15-51-19,-33.383
11.03.25 15-51-20,-33.126
11.03.25 15-51-21,-33.270
11.03.25 15-51-22,-32.949
11.03.25 15-51-22,-33.366
11.03.25 15-51-23,-33.148
11.03.25 15-51-24,-33.050
11.03.25 15-51-25,-33.173
11.03.25 15-51-26,-33.043
11.03.25 15-51-26,-32.893
11.03.25 15-51-27,-32.937
11.03.25 15-51-28,-32.867
11.03.25 15-51-29,-32.859
11.03.25 15-51-29,-32.830
11.03.25 15-51-30,-32.823
11.03.25 15-51-31,-32.711
11.03.25 15-51-32,-32.659
11.03.25 15-51-32,-32.723
11.03.25 15-51-33,-32.479
11.03.25 15-51-34,-32.450
11.03.25 15-51-35,-32.211
11.03.25 15-51-35,-32.127
11.03.25 15-51-36,-31.906
11.03.25 15-51-37,-32.064
11.03.25 15-51-38,-31.793
11.03.25 15-51-38,-32.067
11.03.25 15-51-39,-31.782
11.03.25 15-51-40,-31.817
11.03.25 15-51-41,-30.826
11.03.25 15-51-42,-26.436
11.03.25 15-51-42,-6.603
11.03.25 15-51-43,-6.487
11.03.25 15-51-44,-8.096
11.03.25 15-51-45,-5.327
11.03.25 15-51-45,-2.206
11.03.25 15-51-46,2.198
11.03.25 15-51-47,27.954
11.03.25 15-51-48,20.801
11.03.25 15-51-48,-7.844
11.03.25 15-51-49,-27.997
11.03.25 15-51-50,-30.836
11.03.25 15-51-51,-31.175
11.03.25 15-51-51,-31.312
11.03.25 15-51-52,-31.310
11.03.25 15-51-53,-30.949
11.03.25 15-51-54,-31.037
11.03.25 15-51-55,-31.036
11.03.25 15-51-55,-30.968
11.03.25 15-51-56,-30.938
11.03.25 15-51-57,-31.101
11.03.25 15-51-58,-30.652
11.03.25 15-51-58,-30.523
11.03.25 15-51-59,-30.381
11.03.25 15-52-00,-30.353
11.03.25 15-52-01,-30.403
11.03.25 15-52-01,-30.425
11.03.25 15-52-02,-29.256
11.03.25 15-52-03,-29.054
11.03.25 15-52-04,-29.541
11.03.25 15-52-04,-30.150
11.03.25 15-52-05,-29.579
11.03.25 15-52-06,-29.945
11.03.25 15-52-07,-29.495
11.03.25 15-52-07,-29.489
11.03.25 15-52-08,-29.735
11.03.25 15-52-09,-29.397
11.03.25 15-52-10,-29.176
11.03.25 15-52-11,-29.375
11.03.25 15-52-11,-29.132
11.03.25 15-52-12,-28.350
11.03.25 15-52-13,-28.460
11.03.25 15-52-14,-28.363
11.03.25 15-52-14,-28.124
11.03.25 15-52-15,-28.577
11.03.25 15-52-16,-28.430
11.03.25 15-52-17,-28.142
11.03.25 15-52-17,-28.148
11.03.25 15-52-18,-28.159
11.03.25 15-52-19,-28.432
11.03.25 15-52-20,-28.782
11.03.25 15-52-20,-28.404
11.03.25 15-52-21,-28.965
11.03.25 15-52-22,-29.007
11.03.25 15-52-23,-27.809
11.03.25 15-52-24,-28.350
11.03.25 15-52-24,-27.308
11.03.25 15-52-25,-28.810
11.03.25 15-52-26,-28.737
11.03.25 15-52-27,-28.750
11.03.25 15-52-27,-28.697
11.03.25 15-52-28,-28.836
11.03.25 15-52-29,-28.805
11.03.25 15-52-30,-28.579
11.03.25 15-52-30,-28.600
11.03.25 15-52-31,-28.389
11.03.25 15-52-32,-28.440
11.03.25 15-52-33,-28.159
11.03.25 15-52-33,-28.332
11.03.25 15-52-34,-27.985
11.03.25 15-52-35,-28.161
11.03.25 15-52-36,-27.898
11.03.25 15-52-36,-27.824
11.03.25 15-52-37,-27.800
11.03.25 15-52-38,-27.738
11.03.25 15-52-39,-27.645
11.03.25 15-52-40,-27.660
11.03.25 15-52-40,-27.422
11.03.25 15-52-41,-27.586
11.03.25 15-52-42,-27.807
11.03.25 15-52-43,-27.172
11.03.25 15-52-43,-27.515
11.03.25 15-52-44,-27.224
11.03.25 15-52-45,-27.475
11.03.25 15-52-46,-27.061
11.03.25 15-52-46,-27.206
11.03.25 15-52-47,-27.149
11.03.25 15-52-48,-27.183
11.03.25 15-52-49,-27.104
11.03.25 15-52-49,-27.154
11.03.25 15-52-50,-27.165
11.03.25 15-52-51,-27.144
11.03.25 15-52-52,-27.127
11.03.25 15-52-52,-26.889
11.03.25 15-52-53,-26.767
11.03.25 15-52-54,-26.672
11.03.25 15-52-55,-26.929
11.03.25 15-52-56,-26.428
11.03.25 15-52-56,-26.577
11.03.25 15-52-57,-26.573
11.03.25 15-52-58,-26.495
11.03.25 15-52-59,-26.128
11.03.25 15-52-59,-26.272
11.03.25 15-53-00,-26.466
11.03.25 15-53-01,-26.281
11.03.25 15-53-02,-26.486
11.03.25 15-53-02,-26.062
11.03.25 15-53-03,-26.304
11.03.25 15-53-04,-25.417
11.03.25 15-53-05,-25.086
11.03.25 15-53-05,-25.693
11.03.25 15-53-06,-26.546
11.03.25 15-53-07,-26.373
11.03.25 15-53-08,-26.069
11.03.25 15-53-09,-25.499
11.03.25 15-53-09,-25.362
11.03.25 15-53-10,-24.709
11.03.25 15-53-11,-25.292
11.03.25 15-53-12,-25.814
11.03.25 15-53-12,-24.960
11.03.25 15-53-13,-24.860
11.03.25 15-53-14,-23.021
11.03.25 15-53-15,-22.445
11.03.25 15-53-15,-22.788
11.03.25 15-53-16,-22.540
11.03.25 15-53-17,-22.913
11.03.25 15-53-18,-22.918
11.03.25 15-53-18,-22.692
11.03.25 15-53-19,-22.289
11.03.25 15-53-20,-4.115
11.03.25 15-53-21,-22.718
11.03.25 15-53-21,-23.448
11.03.25 15-53-22,-23.818
11.03.25 15-53-23,-23.241
11.03.25 15-53-24,-23.207
11.03.25 15-53-25,-23.457
11.03.25 15-53-25,-23.342
11.03.25 15-53-26,-23.400
11.03.25 15-53-27,-23.375
11.03.25 15-53-28,-23.229
11.03.25 15-53-28,-23.573
11.03.25 15-53-29,-23.453
11.03.25 15-53-30,-23.513
11.03.25 15-53-31,-23.391
11.03.25 15-53-31,-23.313
11.03.25 15-53-32,-23.471
11.03.25 15-53-33,-23.273
11.03.25 15-53-34,-23.286
11.03.25 15-53-34,-23.264
11.03.25 15-53-35,-23.054
11.03.25 15-53-36,-22.721
11.03.25 15-53-37,-23.181
11.03.25 15-53-37,-23.193
11.03.25 15-53-38,-23.235
